9.846746, 1.188217, 1.521254, 0.000000
9.847431, 1.187765, 1.520311, 0.000000
9.851942, 1.188893, 1.522113, 0.000000
9.853825, 1.187217, 1.522056, 0.000000
9.853174, 1.189139, 1.521820, 0.000000
9.849599, 1.191163, 1.522227, 0.000000
9.850937, 1.194807, 1.521726, 0.000000
9.847491, 1.194833, 1.520777, 0.000000
9.844306, 1.194062, 1.520404, 0.000000
9.839027, 1.196541, 1.519423, 0.000000
9.837965, 1.197004, 1.519219, 0.000000
9.836113, 1.202626, 1.517922, 0.000000
9.835663, 1.204847, 1.516969, 0.000000
9.835273, 1.207114, 1.518458, 0.000000
9.844688, 1.205442, 1.520481, 0.000000
9.845259, 1.202004, 1.519943, 0.000000
9.845480, 1.203896, 1.520555, 0.000000
9.843131, 1.197692, 1.519800, 0.000000
9.847162, 1.197798, 1.520215, 0.000000
9.847861, 1.198548, 1.519385, 0.000000
9.848826, 1.192666, 1.520710, 0.000000
9.848462, 1.191568, 1.521628, 0.000000
9.848933, 1.191461, 1.521968, 0.000000
9.852419, 1.185093, 1.522233, 0.000000
9.854265, 1.184620, 1.523072, 0.000000
9.855215, 1.184542, 1.523397, 0.000000
9.849682, 1.190150, 1.522549, 0.000000
9.847346, 1.195788, 1.521302, 0.000000
9.846508, 1.193732, 1.520699, 0.000000
9.842162, 1.193498, 1.518602, 0.000000
9.843511, 1.195905, 1.520011, 0.000000
9.845572, 1.189722, 1.520788, 0.000000
9.848284, 1.187175, 1.519908, 0.000000
9.847646, 1.190444, 1.521323, 0.000000
9.850251, 1.188444, 1.520899, 0.000000
9.849011, 1.186890, 1.521597, 0.000000
9.850153, 1.191467, 1.522549, 0.000000
9.850441, 1.187676, 1.522541, 0.000000
9.853211, 1.196771, 1.524591, 0.000000
9.853660, 1.198262, 1.522819, 0.000000
9.850556, 1.198966, 1.522673, 0.000000
9.847169, 1.193091, 1.520556, 0.000000
9.843082, 1.192055, 1.520185, 0.000000
9.845290, 1.190010, 1.520801, 0.000000
9.851258, 1.190801, 1.520711, 0.000000
9.855305, 1.197874, 1.524808, 0.000000
9.855962, 1.201052, 1.524772, 0.000000
9.859196, 1.207355, 1.524788, 0.000000
9.860444, 1.213854, 1.526290, 0.000000
9.855248, 1.215502, 1.523185, 0.000000
9.845851, 1.211334, 1.520078, 0.000000
9.842941, 1.209176, 1.518550, 0.000000
9.842847, 1.209807, 1.519383, 0.000000
9.842187, 1.204141, 1.520302, 0.000000
9.842676, 1.207160, 1.521162, 0.000000
9.845242, 1.212403, 1.521217, 0.000000
9.848007, 1.209170, 1.521561, 0.000000
9.849247, 1.211335, 1.522365, 0.000000
9.850331, 1.213457, 1.521453, 0.000000
9.852151, 1.213571, 1.523080, 0.000000
9.852970, 1.217709, 1.523550, 0.000000
9.853626, 1.218515, 1.522814, 0.000000
9.851721, 1.217705, 1.525699, 0.000000
9.844135, 1.220048, 1.530304, 0.000000
9.890651, 1.212730, 1.573051, 0.000000
9.914614, 1.206721, 1.579795, 0.000000
9.937411, 1.195031, 1.584172, 0.000000
9.951343, 1.189519, 1.588541, 0.000000
9.916108, 1.194110, 1.543609, 0.000000
9.898228, 1.197819, 1.537749, 0.000000
9.889547, 1.200950, 1.545773, 0.000000
9.876291, 1.202720, 1.536476, 0.000000
9.869507, 1.207340, 1.540958, 0.000000
9.876604, 1.200553, 1.544345, 0.000000
9.880024, 1.200006, 1.543780, 0.000000
9.876250, 1.198059, 1.538931, 0.000000
9.876100, 1.197715, 1.543252, 0.000000
9.880709, 1.200314, 1.543630, 0.000000
9.887196, 1.197501, 1.545858, 0.000000
9.887898, 1.192937, 1.545619, 0.000000
9.881462, 1.184966, 1.540375, 0.000000
9.872868, 1.180531, 1.533815, 0.000000
9.865546, 1.180032, 1.531752, 0.000000
9.860419, 1.184169, 1.526583, 0.000000
9.860700, 1.187254, 1.537460, 0.000000
9.856787, 1.194029, 1.530207, 0.000000
9.869190, 1.194638, 1.541768, 0.000000
9.863458, 1.199628, 1.541028, 0.185739
9.869034, 1.198913, 1.540562, 0.289770
9.881739, 1.197181, 1.545701, 0.348288
9.927309, 1.194619, 1.578538, 0.417425
9.927305, 1.226014, 1.563140, 0.660165
9.928447, 1.251447, 1.562607, 0.822063
9.955864, 1.271029, 1.583997, 0.993932
9.950905, 1.318847, 1.575698, 1.179671
9.970749, 1.350146, 1.585777, 1.350889
9.981977, 1.403923, 1.592943, 1.446251
9.973473, 1.444761, 1.589286, 1.374079
9.944690, 1.489814, 1.574883, 1.449502
9.954112, 1.545071, 1.586137, 1.488513
9.945591, 1.603705, 1.582172, 1.507152
9.955626, 1.659861, 1.590197, 1.514304
9.935249, 1.744961, 1.573129, 1.516038
9.920772, 1.814775, 1.569355, 1.687039
9.914114, 1.872688, 1.568454, 1.736238
9.913859, 1.946322, 1.571022, 1.719549
9.887310, 2.005926, 1.551798, 1.622453
9.883793, 2.078574, 1.559960, 1.669918
9.878190, 2.159352, 1.560298, 1.686389
9.877043, 2.235869, 1.562763, 1.662549
9.880054, 2.312843, 1.564497, 1.676853
9.882888, 2.385798, 1.566988, 1.655830
9.881628, 2.459681, 1.567462, 1.637625
9.879944, 2.537550, 1.568612, 1.627005
9.881741, 2.612919, 1.569803, 1.600564
9.882495, 2.682089, 1.571394, 1.641092
9.874040, 2.749687, 1.568814, 1.584959
9.879676, 2.819687, 1.573489, 1.482011
